passage	question	qus_type	answer
·2015年9月敬业奉献从“上海富家女”到“盐城护理事业的开创者”，她满腔热忱，把南丁格尔梦想变成了一生的坚守！致敬词奚家凯1950年从卫生学校毕业后，立志做一个像南丁格尔那样的人。她毅然放弃上海优渥条件，来到苏北盐城工作。在医院工作了7年之后，她成为盐城医学专科学校的一名教师。她在教学中不断创新方法，自创的“奚式教学法”曾被省内外卫生学校推广。她还经常利用课余时间潜心学习和研究教育教学理论，不断丰富教育教学知识，以最新的理论指导实践。几十年来，她在省内外作了上百场的业务讲座和学术报告，主讲过几十个护理培训班课程，培养了成千上万的优秀护理工作者，成为盐城护理事业的开创人。奚家凯退休后，仍不忘为护理事业作贡献。2010年，在盐城卫生职业技术学院设立了“奚家凯奖教金、奖学金”，用于奖励从事护理教育教学的优秀教师和品学兼优的护理专业学生，目前捐资金额已达80万元，50余名从事护理教育教学的青年教师和100余名护理专业学生获此项奖励。而奚家凯自己与身患癌症的丈夫仍然居住在简陋的旧房子里，过着俭朴的生活。奚家凯的精神品质成为推动学校发展的精神动力，学校护理事业得到了蓬勃发展，护理专业被列为江苏省高等学校特色专业、江苏省“十二五”高校重点建设专业群，护理实训基地被教育部、卫生和计划生育委员会等六部委确定为全国护理领域技能型紧缺人才培养培训基地。（江苏省文明办供稿）小传：奚家凯，1932年生，上海市浦东新区人。退休后始终情系护理教育，捐资80万元设立奖教金、奖学金。	为什么文中奚家凯办学是高尚的行为？	32	因为她办学时自己过着非常简谱的生活。
西安外卖小哥与店主起冲突 捅死店主后自杀8月11日，雁塔区铁炉庙附近发生一起杀人案件，一送外卖人员在取货时与店主发生冲突，将店主和店主岳父捅伤后自杀，后店主经抢救无效死亡，店主岳父重伤。下午2时许，有网友发布微博称，武警医院附近的铁炉庙发生一起外卖小哥与商家冲突造成的命案，外卖小哥横尸街头。该微博中还发布了三张现场照片，一男子倒在一辆红色电动车旁，该男子全身是血。现场目击者称，事发时间大概在中午12点，疑似一送外卖的男子和一家餐厅店主发生矛盾，送外卖的要砍餐馆的店主，此店主防卫过程中导致外卖人员死亡。11日下午，公安雁塔分局发布公告称，8月11日上午11时18分，公安雁塔分局西影路派出所辖区突发一起刑事案件：外卖员工张某某(男，33岁，蓝田人)与某餐馆老板唐某某发生口角。随机，张某某用刀将店老板唐某某与其岳父刘某某捅伤后，自杀身亡。店老板唐某某不治身亡，刘某某正在医院进行抢救，案件还在进一步调查之中。华商记者 张成龙	文中谁做了不好的事情？	22	张某某。
男子杀人后花30元买自行车 骑行跨越5省后被抓原标题：河南男子杀人后花30元买自行车 骑行跨越5省后被抓新京报讯（记者 张熙廷）今日（5月14日），新京报记者从湖北省荆门市公安局政治处获悉，5月11日凌晨，一名在逃命案嫌疑人被警方在街头查获，该男子于2018年年初将邻居杀害后，骑着一辆花费30元购买的自行车辗转5省逃亡。嫌疑人骑自行车被警方查获。 来源：警方供图潜逃1年后被抓。来源：警方供图据了解，5月11日晚凌晨2点，湖北省荆门市公安局巡特警支队月亮湖警务站民警冯磷驾着警车带着两名辅警江笛、盛佳佳在巡区各路段巡逻，对一名戴着帽子骑自行车的男子进行盘查。该男子非常配合地掏出身份证，信息显示男子姓贾，河南籍。民警随后要求对贾某挂在自行车上的大包小包进行检查，其行李中除一些衣物外还有刀具，贾某则在旁不停地解释刀具为合法用途。“我与妻子离婚了，心情不好，就骑车出来散散心。准备前往襄阳去转转。” 被询问深夜骑行的原因，男子操着一口河南口音回答。但民警还是感到男子行为古怪可疑，便将男子的身份信息上传市公安局大数据实战中心核查。等待查询结果期间，贾某装作若无其事的样子与民警聊着，还“表扬”民警们大半夜地都在巡逻，实在是很负责。接着，民警冯磷的对讲机响起，该男子被核实为在逃嫌疑人，民警立即将其控制。据了解，贾某现年48岁，是河南省唐河县桐寨铺村民，他与邻居蒋某因矛盾发生冲突，过程中贾某“吃了亏”。2018年2月21日（农历正月初六）贾某准备好器具，在凌晨时分潜入蒋某家中，持械击打熟睡中蒋某的头部。泄恨行凶后，贾某开始怕了，于是带上6000元现金开始了逃亡生涯。2018年3月初，唐河县公安局发布悬赏通告，公开通缉杀人嫌疑人贾某。据贾某交代，逃亡开始后，他在南阳花了30块钱买了一辆自行车，骑着这辆车辗转陕西、山西、湖南、广西、湖北五省躲避警方通缉。1年多来，他从不敢用身份证，平时都是随便找个偏僻地方休息，省吃俭用，买1元钱的馒头，喝免费的稀饭。这种提心吊胆的生活甚至让他产生了厌倦。责任编辑：闫宏亮	文中男子在什么情况下骑车是糟糕的？	31	在杀人后妄图骑车逃跑。
意大利男子假装残疾12年被揭穿 骗取超百万补助金原标题：意大利男子假装残疾12年终被揭穿，骗取了超百万补助金[观察者网讯]意大利一名残疾男子坐了12年轮椅，谁给了他不费吹灰之力就站起来的“勇气”呢？是他自己。据《每日邮报》报道，55岁的意大利男子罗伯托·古列尔米近日因涉嫌欺诈被警方逮捕。原来，为了不交房租，他在2007年与室友自导自演了一场车祸，并通过注射麻醉剂、接受痛苦的物理治疗等伎俩骗过医生，顺利获得“残疾人”身份。在坐轮椅假装残疾的这12年里，他骗取了国家补助13.7万欧元（约人民币103万元），甚至还将自己“身残志坚”的事迹写信寄给了教皇。被蒙在鼓里的教皇甚至亲自接待了他……图自脸书不过，这场演了12年的戏，终究还是画上了“圆满”的句号。经一名前看护人员的爆料，他在家行走自如的画面被警方看到了。而且，他在佛罗伦萨之外的地方都并没有坐轮椅，而是正常行走，这也被监控拍了下来。4月9日，他从多哥（西非国家）度假归来时，在佛罗伦斯机场直接站着走下了舷梯。警方随即以诈骗罪名将其逮捕。责任编辑：闫宏亮	文中男子做了什么令人恶心的事情？	11	假装残疾12年被揭穿，骗取超百万补助金。
涉殴打付国豪的“占旺女村长”提堂 也不得保释原标题：涉殴打付国豪的“占旺女村长”提堂 也不得保释海外网8月21日电 据香港《大公报》21日报道，涉嫌袭击记者付国豪的毕慧芬被控非法禁锢、非法集结、伤人共三宗罪，于20日被押解到东区法院提堂。裁判官考虑她在其暴动案保释候审期间违反宵禁令兼再涉案，拒绝让她保释，本案押后至10月28日再审。据报道，被告毕慧芬（23岁）被控非法禁锢、非法集结及伤人共三罪。毕慧芬于20日由警车押送到法院时向记者嬉皮笑脸，出庭时频频眼望公众席，又向记者挥手打招呼，之后双手插口袋应讯。 毕慧芬（图源：大公报）另涉两宗案件，拒绝其保释控罪指出，她于本月13日至14日期间，在香港国际机场一号客运大楼，与其他不知名的人一起作出扰乱秩序的行为、非法囚禁付国豪，以及非法及恶意伤害付国豪。据控方庭上指称，毕慧芬涉案的行为包括用胶塑带将付的手绑起，又曾两度袭击付。毕慧芬暂时毋须答辩。此外，控方反对毕慧芬保释，因为她还另涉两宗案件，而在保释期间再涉此案。其中一宗涉及暴动罪，将于9月16日在区域法院开审，该案的保释条件之一，是她必须每晚11时至第二天清晨6时留在家中，但她牵涉本案时身在机场，明显违反宵禁令。裁判官称，毕慧芬的宵禁令“违反就是违反”，加上她在其他案件保释期间再涉本案，而本案案情严重，因此拒绝她的保释申请，将案押后以等候警方调查。毕慧芬辩称，希望保释外出赚钱，又多次以英文向裁判官表示，“I am sorry”，裁判官并没有因此改变决定。案底累累，有多次“前科”据港媒报道，毕慧芬自称“旺角占领区女村长”。2016年7月她曾因涉嫌参与当年大年初一旺角暴乱，拿起砖头供他人掷向警员，而被警方有组织罪案及三合会调查科探员拘捕。7月，毕慧芬到玛嘉烈医院要求医护发出证明，让她可参加绝食活动，而在被医护拒绝后情绪激动，涉挥拳打中医院女保安的左脸，及拒绝向警员出示身份证，因此被控一项普通袭击和一抗拒警务人员罪名。案件8月9日在西九龙法院再讯，控方将拒捕控罪改控为阻差办公，毕慧芬对修改控罪表现激动，法庭需休庭5分钟。裁判官准被告保释，案件押后至10月4日再讯。8月13日夜间至14日凌晨，大批激进示威者在香港机场非法集结，其后更发动阻塞机场行动。在此期间，毕慧芬及其他暴徒将正在机场采访的环球网记者付国豪围殴并非法禁锢。19日，毕慧芬因涉嫌“非法禁锢”及“伤人”被警方扣留调查。赖云龙（图源：央视新闻）此前，另一名袭击付国豪的蒙面男子赖云龙被拘捕。赖云龙19日被控以3项罪名，分别为“参与非法集结”、“伤人”和“袭击致造成身体伤害”罪，并于当天在香港特区东区裁判法院提堂。主任裁判官考虑到被告再犯的可能性大而拒绝其保释申请，案件押后至10月28日再提堂。（海外网/李昊）点击进入专题：聚焦香港局势责任编辑：张申	文中谁做出了恶劣的行为？	22	毕慧芬.
敬业奉献2016年6月郝丽34年如一日坚守临床一线，每当她上门诊时，病人都纷至沓来，专家号总是供不应求，但外地病人来一次不容易，她总是尽量满足，经常是最后一个离开门诊的专家。2008年，安徽医科大学第二附属医院成立，为了安徽省肾脏病事业及学科发展，郝丽放弃安医一附院的优厚条件，白手起家创建了安医二附院肾脏内科。在她的不懈努力下，该科成为安徽医科大学及医院的重点学科、国家药物临床试验基地、卫生部腹膜透析及血液净化规范化培训基地等，成为安徽省肾脏病危重疑难病的转诊中心。作为全国肾脏病学会委员及安徽省主委，郝丽能够立足安徽、关注安徽老百姓的肾脏健康。2010年，在资金极为匮乏的条件下，郝丽组织调动全省肾脏病专家，用5万元的启动基金，完成了百万元才能完成的工作，先后在皖北、皖南及皖中地区完成3800余人18岁以上常住居民的“安徽省慢性肾脏病发病率及高危因素的流行病学调查”。2014年，她又主持完成2700多例“血液透析患者血管通路及钙磷代谢现状的调查”，填补安徽省肾脏病领域流行病学调查资料的多项空白，为早期发现慢性肾脏病、控制危险因素，及时干预治疗，达到减少并延缓终末期肾病的发生、发展作出很大贡献，同时也为政府决策提供了流行病学依据。2010年，郝丽被授予“安徽省女教职工工作先进个人”；2014年，被授予“安徽省教育系统师德医德先进个人”；2015年，被授予“五一劳动奖章”“安徽省五一巾帼标兵”。（安徽省文明办供稿）◎郝丽郝丽，1957年生，安徽省合肥市人，安徽医科大学第二附属医院主任医师、肾脏内科及血液净化中心主任。从医执教34年，她尽心竭力，为百姓身体安康保驾护航、为安徽省肾脏病及血液净化事业作出了突出贡献。致敬词尽心救死扶伤，她是好医生；用心推进科室医教研全面发展，她是好老师。她用34年的坚守诠释了医者仁心。	郝丽的什么行为是敬业奉献的？	11	郝丽为百姓身体安康保驾护航、为安徽省肾脏病及血液净化事业作出了突出贡献。
男子在医院醉酒闹事：打伤医护毁器械 被拘7天原标题：福建石狮一男子在医院醉酒闹事：打伤医护毁器械，被拘7天医院本是救死扶伤的地方，不料却有患者醉酒闹事，给医护人员带来很大的安全隐患。近日，一男子在石狮总医院打伤医护人员，毁坏医院器械、座椅，最后被蚶江派出所作出拘留7天处理。这天，吴某参加喜宴后，醉酒摔伤，朋友见状立即拨打120。随即，在救护车辆的运送下，吴某顺利到达石狮市总医院的急诊科就诊。不料！正当医护人员要帮吴某处理伤口时，吴某突然性情大变。石狮市总医院急诊科主治医师 李天津：在120急救车上面这个患者情绪就很激动了，当时送过来我们就把他放在这个位子，先放这边，他在这边情绪就很激动，当时有两个医生在这边上班，一个医生给他包扎，另外一个在准备给他缝合，因为出血太多了，当时病人情绪很激动。就把我们送过来的推车推倒了，然后另外一个医生在里面，他就直接冲进去打我们医生，另外一个医生过来也被打倒了。医院方面拨打110报警，民警到达现场后，认为吴某寻衅滋事，但考虑当时吴某有伤在身，当下立即协助医护人员将其伤口缝合，在事后，对其作出拘留7天的处理。石狮市总医院急诊科主治医师 李天津：后面第二天他有再进来，我们有再进一步缝合，第二天过来酒醒了，人也稳定了，过来一直跟我们医生道歉。在急诊这个工作当中，其实很经常会碰到这种病人，很多人酒喝一下，发酒疯，还有一些情绪非常激动，医护人员在急诊这个窗口被打偶尔会发生，大家其实到医院来就诊，大家要互相理解。来源：泉州广播电视台微信号责任编辑：张玉	吴某的什么行为导致他被拘留	32	寻衅滋事
男孩在西安地铁内弹弓瞄人 持续20分钟无人管原标题：男孩在西安地铁二号线内弹弓瞄人 持续20分钟无人管网友@苏苏-Riona爆料，10月23日晚高峰，西安地铁二号线上一男孩用弹弓玩具对着车厢内弹射，还不断瞄准陌生人，很多人无奈地躲开，疑似孩子的父亲在一旁没有制止，整个过程持续20分钟。这位网友发文的同时，发了当时的现场视频，华商报记者从视频中看到，一名看上去八九岁的男孩，手里拿着像手枪的弹弓玩具，不断地瞄准其他乘客。列车停站后，男孩拉起拉杆箱书包离开。对此，西安市地铁办相关负责人说，他们已在网上注意到此事，西安地铁呼吁乘客文明乘车，也呼吁家长看管好小孩。 华商报记者 任婷责任编辑：王亚南	男孩的什么行为是不文明的	11	地铁内弹弓瞄人 
·2015年11月孝老爱亲1969年经人介绍，范川海与张阿风在丹阳市珥陵镇结婚，婚后日子虽平淡但夫妻恩爱。1989年的一天，妻子突感身体不适，后经医院确诊为类风湿关节炎。范川海取出多年积蓄，先后带她到溧阳、南京、常州、上海等地医院看病，但病情没有好转。1994年起，范川海的妻子瘫痪在床。张阿风刚瘫痪时，常常吃不下饭、睡不着觉。范川海总是给她讲一些当年农村的事情，帮她回忆往日生活。“把我每天听到、看到的亲戚的事、身边事、农家事……所有遇到的事，给妻子讲讲，这样她心里会好受一些。”就这样，范川海每天通过讲述，将生活中的大事小事与妻子一同分享。如今，60多岁的张阿风头发稀疏，除了左手能做些吃饭、喝水之类的事外，右手和双腿萎缩弯曲，其他事情无法自理。“20多年来，丈夫帮我洗脸、梳头、擦身、洗脚，服侍我吃饭、服药、说事儿……”，张阿风说。20多年来她每天只能躺在床上，动弹不得，什么都要丈夫帮她做，她就像一个刚出生不久的婴儿，丈夫将她当成小孩照顾了22年。“我丈夫人好，心好。”范川海说：“妻子生病了，我就应该一路陪着，就算过程再艰辛，也要一直陪着她走下去，就像我们都喜欢的那首歌唱的，‘一路上有你，苦一点也愿意，就算是为了分离与我相遇；一路上有你，痛一点也愿意，就算这辈子注定要和你分离’。”（江苏省文明办供稿）好丈夫照顾瘫痪妻子22年，用实际行动阐释了“执子之手，与子偕老”的真谛，彰显了相濡以沫的人间真情。	如何评价范川海	43	真性情，善良
多人殴打并往河中拖拽浸按女孩 2人被刑拘原标题：多人殴打并往河中拖拽浸按一女孩 绥中警方：2人被刑拘新京报快讯 据绥中公安官博消息，2019年11月3日，公安机关在工作中发现，有网友在新浪微博发布视频，称“绥中县六股河惊险欺凌事件”。绥中县公安局立即开展工作，初步查明：2019年10月20日，在绥中县六股河边，多名青少年殴打并往河中拖拽、浸按一名女孩，警方随即将涉案人员抓获。被害人张某、女、2004年7月18日出生，2018年4月辍学。主要参与施暴者两男两女，其中田某铭、男、2003年10月29日出生，董某菲、女、2005年8月16日出生，为绥中县职专在校学生；齐某震、男、2001年2月17日出生，赵某、女、2003年9月4日出生，为社会无业人员。经查，双方均为同学或朋友关系，因田某铭怀疑被害人张某在背后传播其生活隐私，双方发生口角，并找来多人实施上述暴力行为。目前，公安机关已立案侦查，对涉嫌寻衅滋事罪的犯罪嫌疑人齐某震、赵某依法采取刑事拘留强制措施；对未达到刑事责任年龄的涉案人，正在进一步调查处理中。来源：绥中公安官博责任编辑：祝加贝	田某铭和董某菲做了什么坏事？	11	涉嫌寻衅滋事，殴打赵某。
清远一男子在朋友圈晒宠物小蜂猴被罚 为国家一级保护动物朋友圈晒的蜂猴大洋网讯  日前，清远一男子花300元买下一只小蜂猴做宠物，还在朋友圈晒出来，结果被森林公安“关注”了，他将面临刑事处罚。据介绍，清远市公安局森林分局刑警大队接到网络举报，称城区一男子将国家一级保护动物蜂猴当宠物养，还在朋友圈里晒出来。该分局派出便衣侦查员，潜入该男子住宅附近暗访侦查，发现那只蜂猴出现在该男子家中二楼的阳台上。掌握充分证据后，清远市公安局森林分局迅速组织警力出击，将该男子家中的蜂猴查获。此外还在他家查获一只国家二级保护动物猎隼。记者曹菁 通讯员 刘韶凯 摄影报道	男子为什么被罚了？	32	因为他养国家一级保护动物
重庆公交坠江事故已找到13具遗体 仍有2人失联原标题：重庆公交坠江事故已找到13具遗体 仍有2人失联 新京报快讯（记者 裴剑飞）据“万州发布”消息，截至今日（11月1日）15时，“重庆万州公交坠江事故”中的13名遇难者遗体已被找到，身份全部确认，仍有2人失联。据悉，截至10月31日23时28分，在国家应急管理部、公安部、交通运输部指导协助下，重庆市委、市政府组织救援处置，万州长江二桥坠江公交车被打捞出水。救援人员连夜搜捞，截至今日15时，已找到13名遇难者遗体，身份已全部确认。人武、公安、海事等相关单位以及长江沿线相关区县继续搜寻失联人员。事故调查、善后安抚等相关工作正有序推进。新京报记者 裴剑飞 编辑 张畅 校对 陆爱英	谁导致了事故？	41	[NOANS]
·2015年3月助人为乐陈绍雷1983年退伍，做过工人，办过企业，年轻时遭遇严重车祸，妻子也因这场车祸造成终身瘫痪。他中年创业几乎倾家荡产，后来生活好转却恶疾缠身，先后患上了脑血管瘤、直肠癌、结肠癌、胰腺肿瘤四种恶疾，10年时间内接受了4次大手术，尝尽了人生的种种苦难。但他坚强乐观，自强不息，照顾妻子、办企业、做慈善，爱心施助从不含糊。2002年，象山县慈善总会举办一场助学结对活动，陈绍雷与一名读高一的学生结对助学。办完手续，人群中的一个瘦小女孩一下子勾起了陈绍雷的怜悯之心，他当场就掏了1000元给她。旁边一位老师可能把他当成了“大款”，指着另一个孩子说道：“老板，这孩子也挺困难的，干脆再资助一个吧。”就这样，陈绍雷一次性就拿回了３张认捐证书，每人400—500元一学期。就在那年冬天，他被查出了脑肿瘤，接下来先后做了３次肿瘤手术。但是，即使躺在病床上，他也没忘记承诺，按时把学费打到孩子们的账户里。至今为止，他先后与5个贫困孩子结对，直至他们大学毕业。2012年10月，陈绍雷担任县抗癌协会会长一职。他走访慰问，募集善款，鼓励大家科学抗癌。在走访慰问期间，他发现不少病友因为治疗，已经家徒四壁。见此情景，他唏嘘不已，每年向贫困病友捐助达2万余元。通过他的努力实现全县18个镇乡、街道抗癌康复分会全覆盖，会员发展到1800余人。县抗癌协会也被省抗癌协会授予先进集体、五星级先进单位、杰出贡献奖等荣誉，陈绍雷本人也被评为省抗癌工作先进个人。陈绍雷还是一名村支书和社区业委会主任，大事、小事、烦琐事他都亲力亲为，不厌其烦，平常会自掏腰包慰问困难村民，他曾出资2万多元，资助老人们坐飞机去北京旅游。他在忙碌中度过每一天，在奉献中实践着“生命不息、爱心不止”的诺言。（浙江省文明办供稿）真正的强者，含泪也要努力奔跑；劫难重生，把温暖和爱洒给病人与弱者，让生命充满阳光！陈绍雷，无愧真正的强者。致敬词小传：陈绍雷，1960年生，浙江省宁波市象山县人，象山县抗癌协会会长。用大爱直面多舛人生，在奉献中实践着“生命不息、爱心不止”的诺言。	如何评价文中的陈绍雷？	43	他是一个善良，乐于帮助别人的好人。
干部醉驾撞死环卫工免于刑罚 因赔80万获亲属谅解原标题：县工商局干部醉驾撞死环卫工却免于刑罚，当地回应了1月25日，陇西县纪委监委通报党员干部和公职人员酒驾醉驾典型案例，其中“县工商局干部毛志尧交通肇事致人死亡”的通报受到网民关注。26日，陇西县人民法院官方微信发布情况说明，称立即按照相关工作要求启动了对被告人毛志尧交通肇事罪一案的专案评查。此前报道：今日（25日），甘肃陇西县纪委监委通报11起党员干部和公职人员酒驾醉驾典型案例。观察者网注意到，其中该县工商局干部毛志尧醉酒驾驶致人死亡，犯交通肇事罪，被判免于刑事处罚。该通报中显示，2017年9月4日，县工商局干部毛志尧醉酒驾驶小轿车在巩昌镇崇文路恒力大厦附近将正在打扫卫生的环卫工宋某某碰撞致死。2018年3月2日，陇西县人民法院判决毛志尧犯交通肇事罪，免于刑事处罚。2018年3月27日，毛志尧受到留党察看一年处分，2018年12月20日，毛志尧受到政务撤职处分。对于醉驾肇事致人死亡被判免于刑责一事，陇西县人民法院刑庭庭长向新京报证实，称“当时给（环卫工）家属赔偿，但经办法官不在，具体数额尚不明确。”据当地一知情人士透露，毛志尧曾与死者家属协商，赔偿金额为80万元。目前，毛志尧仍在县工商局上班。毛志尧为何免于刑事处罚？2018年3月16日，中国裁判文书网公布《毛某某交通肇事一审刑事判决书》，其中当事人信息符合上述通报内容。判决书显示，毛某某（即毛志尧）具有自首情节，且取得了被害人家属的谅解等。据判决书透露，被告人毛某某，男，汉族，1972年8月11日生。经陇西县人民法院审理查明：2017年9月4日4时40分许，被告人毛某某醉酒驾驶牌照为陕A×××××号小型轿车沿陇西县巩某崇文路由东向西超速行驶，车辆行驶至恒力大厦附近路段时将正在城区道路上打扫卫生的陇西县综合执法局巩昌环卫管理站职工被害人宋某碰撞，致被害人宋某当场死亡。事故发生后，被告人毛某某拨打110电话报警。经陇西县公安局交警大队道路交通事故责任认定，本起道路交通事故中被告人毛某某承担全部责任，被害人宋某无责任。经甘肃陇通司法鉴定所司法鉴定检验，被告人毛某某血液中检出乙醇，平均含量为268.15mg/100ml。经甘肃明源司法物证鉴定所鉴定，被害人宋某符合交通事故致创伤性休克死亡。案发后，被告人毛某某与被害人宋某家属达成事故赔偿协议，被告人毛某某已按赔偿协议支付被害人家属丧葬费、死亡赔偿金等各项费用共计80万元，并取得被害人家属的谅解。《毛某某交通肇事一审刑事判决书》显示，陇西县人民法院认为，被告人毛某某违反道路交通安全管理法规，醉酒超速驾驶机动车辆发生重大交通事故，致一人死亡，负事故的全部责任，其行为构成交通肇事罪。公诉机关指控的罪名成立。被告人毛某某具有自首情节，可以从轻处罚。案发后被告人毛某某积极协商赔偿被害人家属经济损失，并按赔偿协议支付赔偿款80万元，且取得被害人家属的谅解，可以对被告人毛某某酌情从轻处罚。综合本案被告人毛某某具有自首情节、案发后赔偿被害人家属损失80万元并取得谅解的悔罪事实，可以对被告人毛某某免予刑事处罚。为维护道路交通安全管理秩序，依据《中华人民共和国刑法》第一百三十三条，第六十七条第一款，第三十七条之规定，判决如下：被告人毛某某犯交通肇事罪，免予刑事处罚。一审法院引用的刑法条文如下：第一百三十三条 [交通肇事罪]违反交通运输管理法规，因而发生重大事故，致人重伤、死亡或者使公私财产遭受重大损失的，处三年以下有期徒刑或者拘役；交通运输肇事后逃逸或者有其他特别恶劣情节的，处三年以上七年以下有期徒刑；因逃逸致人死亡的，处七年以上有期徒刑。第六十七条第一款 [自首]犯罪以后自动投案，如实供述自己的罪行的，是自首。对于自首的犯罪分子，可以从轻或者减轻处罚。其中，犯罪较轻的，可以免除处罚。第三十七条 [非刑罚性处置措施]对于犯罪情节轻微不需要判处刑罚的，可以免予刑事处罚，但是可以根据案件的不同情况，予以训诫或者责令具结悔过、赔礼道歉、赔偿损失，或者由主管部门予以行政处罚或者行政处分。责任编辑：张申	毛某某的什么行为是不应该的？	11	醉驾撞死人。
湖南一民警被曝医闹行为 官方称当时人已被停职原标题：长沙殴打医护人员民警被停职新京报快讯（记者王煜）湖南长沙民警涉嫌医院内殴打医护人员一事有新进展。今日（11月16日）下午，长沙市公安局通报称，在调查结果出具之前，对涉事民警先行停职。新京报此前报道，昨日晚间，有自称中南大学湘雅医院工作人员的网友发布消息称，15日下午，一自称为长沙韭菜园派出所民警李必生的男子，在医院已经没有空余床位的情况下，强行要求湘雅医院收治与自己同行的一名男子，在要求未得到满足后，李必生持续殴打和辱骂医院医护人员和保安，并对前来处置的辅警言语侮辱。新京报记者随后从长沙市公安局芙蓉分局获悉，分局纪检部门已掌握此事，正对此进行调查，如查实民警确有违法违纪行为，将依法依纪严肃处理。今天下午，长沙市公安局通过其官方微博，通报了此事的最新处理意见称，已于16日上午责成警务督察、法制等部门以及芙蓉公安分局、医院属地公安机关开福公安分局组成调查组，对此事展开调查。在调查结果出来之前，目前已先行对涉事民警李必生（男，40岁，芙蓉公安分局韭菜园派出所民警）停止执行职务。责任编辑：隗俊	涉事民警做了什么不能做的事	11	医闹
女子成植物人10年突生产 媒体：显然在病房遭强奸原标题：女子成植物人10年突生下一孩子 被指病房遭强奸美国一名女子10年前差点被淹死成为了植物人，然而令人意外的是，一直昏迷不醒、住在卫生医疗看护中心之中的她，近日竟然生下了一个孩子。媒体报道指出，很明显她数月之前在病房中被强奸了。（网络示意图）据英国《每日邮报》4号报道，事发在美国菲尼克斯一个名为Hacienda的卫生保健看护中心，这名植物人女子由该机构的工作人员全天候看护。然而数天前（2018年12月29号），她突然生下了一个健康的孩子。“没有工作人员注意到她怀孕了，直到她马上就要生了。”有消息人士透露说，困惑的工作人员听到这名女子在生孩子前呻吟。目前，有关强奸调查正在进行中，进一步信息尚未披露。这一事件发生之后，Hacienda的男性工作人员如果想要进入女病人的房间，必须由一名女性工作人员陪同。Hacienda发布声明说，他们已经经营了50多年，具有良好的声誉，为病人提供高质量的专业护理。“作为医疗保健提供者，由于联邦和州的隐私法，我们不能对任何病人发表评论。此外，我们不能对任何正在进行的调查发表评论。我们可以说，我们的病人和客户的健康和安全是我们的首要优先，当任何机构提出要求时，我们总是以公开和透明的方式进行合作。”责任编辑：赵明	文中所有行为中最恶心的行为是？	13	强奸植物人女子。
★主要事迹谢序忠、谢本合父子居住在平均海拔1000米以上的大山里，交通不便，他们常年行走在这里，为乡亲们治病。父亲谢序忠走上行医路缘于他的儿女。当年，大儿子和女儿高烧不退，再加上山里缺医少药，从小落下了脑膜炎的后遗症。为了给儿女治病，谢序忠自学中医，渐渐成为村里人口中的“谢医生”。遇到村民突发疾病，谢序忠抓上草药就往村民家中赶。他爬大山、翻斜坡、走险路，把附近的山都走遍了。多年来治好了千千万万的人，守护了大山深处百姓的健康。谢本合幼年开始就跟随父亲学习家传医学知识，他接过了父亲的责任，也接过了父亲的信念。20多岁时，为了更好地接替父亲守护深山里百姓的健康，他到南宁、桂林等地学习医疗知识。为方便群众就诊并减轻乡亲的医药费负担，谢本合在村里开了一家小诊所，谢本合诊所的药品从来不多收患者的钱，诚信是他做人、从医的良知。谢本合常说：“乡村医生，要是发病人的财，就没良心”。20多年来，无论严寒酷暑、清晨半夜，只要村民一个电话，谢本合都随叫随到。在谢本合的诊所里挂满了锦旗，这都是村民对谢氏父子的赞誉与敬意。	如何评价谢序忠、谢本合父子	43	医者仁心
